compound_name,retention_time,smiles,split_index
apigenin-7-O-glucuronide,2.826,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)C(=O)O)O)O)O)O)O,1
"methyl 2-[(2S,3R,4S,5S,6R)-4,5-dihydroxy-6-(hydroxymethyl)-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxybenzoate",1.253,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2OC3=CC=CC=C3C(=O)OC)CO)O)O)O)O)O,1
"[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] 10-[3-acetamido-6-[[4,5-dihydroxy-3-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxymethyl]-4,5-dihydroxyoxan-2-yl]oxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",4.906,CC(=O)NC1C(C(C(OC1OC2CCC3(C(C2(C)C)CCC4(C3CC=C5C4(CCC6(C5CC(CC6)(C)C)C(=O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C)COC8C(C(C(CO8)O)O)OC9C(C(C(CO9)O)O)O)O)O,1
"(2R,3R,6R,8R,9S,12S,13R,14R,15R,16R)-6,8,14,15-tetrahydroxy-2,6,13,16-tetramethyl-3-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-10-oxatetracyclo[7.6.1.0ï¿½,?.0ï¿½ï¿½,ï¿½?]hexadec-4-en-11-one",0.72,C[C@H]1[C@H]([C@@H](C2[C@]3([C@@H](C=C[C@@](C3[C@H]([C@@H]4[C@]2([C@H]1C(=O)O4)C)O)(C)O)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C)O)O,1
"1,2-dihydroxyheptadec-16-yn-4-yl acetate",5.796,CC(=O)OC(CCCCCCCCCCCC#C)CC(CO)O,2
"(3S)-5-[(1R,2R,8aS)-2-hydroxy-2,5,5,8a-tetramethyl-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]-3-methylpentanoic acid",5.856,C[C@@H](CC[C@@H]1[C@]2(CCCC(C2CC[C@@]1(C)O)(C)C)C)CC(=O)O,2
"(2S,3S,4S,5R,6R)-6-[[(3S,6aR,6bS,8aR,9R,12aS,14bR)-9-hydroxy-4,4,6a,6b,8a,11,11,14b-octamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-5-[(2R,3R,4S,5R,6S)-6-carboxy-4,5-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-3,4-dihydroxyoxane-2-carboxylic acid",5.414,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3O[C@H]4CC[C@]5(C(C4(C)C)CC[C@@]6(C5CC=C7[C@]6(CC[C@@]8([C@H]7CC(C[C@H]8O)(C)C)C)C)C)C)C(=O)O)O)O)C(=O)O)O)O)O)O)O,1
IRIGENIN,4.251,COC1=CC(=CC(=C1OC)O)C2=COC3=C(C2=O)C(=C(C(=C3)O)OC)O,1
ROBUSTIC ACID,5.904,CC1(C=CC2=C(O1)C=C3C(=C2OC)C(=C(C(=O)O3)C4=CC=C(C=C4)OC)O)C,1
Hieracin,3.146,C1=C(C=C(C(=C1O)O)O)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,1
"[(2R,3S,4S,5R,6S)-3,4,5-trihydroxy-6-[(E)-3-phenylprop-2-enoyl]oxyoxan-2-yl]methyl 3,4-dihydroxy-2-methylidenebutanoate",2.513,C=C(C(CO)O)C(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC(=O)/C=C/C2=CC=CC=C2)O)O)O,1
ANISOCOUMARIN H,5.49,CC(=CC(C/C(=C/COC1=CC2=C(C=C1)C=CC(=O)O2)/C)O)C,2
Astaxanthin,6.448,CC1=C(C(CC(C1=O)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(/C=C/C=C(/C=C/C2=C(C(=O)C(CC2(C)C)O)C)\C)\C)/C)/C,1
"IRIGENIN, DIBENZYL ETHER",6.185,COC1=C(C(=CC(=C1)C2=COC3=CC(=C(C(=C3C2=O)O)OC)OCC4=CC=CC=C4)OCC5=CC=CC=C5)OC,1
"[6-[2-(3,4-dihydroxyphenyl)-8-hydroxy-4-oxochromen-7-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",4.021,C1=CC(=CC=C1/C=C/C(=O)OCC2C(C(C(C(O2)OC3=C(C4=C(C=C3)C(=O)C=C(O4)C5=CC(=C(C=C5)O)O)O)O)O)O)O,1
"7-hydroxy-2-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2,3-dihydrochromen-4-one",1.885,C1C(OC2=C(C1=O)C(=CC(=C2)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C4=CC=C(C=C4)O,1
"(3R)-8-hydroxy-3-(4-methoxyphenyl)-3,4-dihydroisochromen-1-one",5.711,COC1=CC=C(C=C1)[C@H]2CC3=C(C(=CC=C3)O)C(=O)O2,1
"4-[(E)-3-[1-carboxy-2-(3,4-dihydroxyphenyl)ethoxy]-3-oxoprop-1-enyl]-2-(3,4-dihydroxyphenyl)-7-hydroxy-2,3-dihydro-1-benzofuran-3-carboxylic acid",2.536,C1=CC(=C(C=C1CC(C(=O)O)OC(=O)/C=C/C2=C3C(C(OC3=C(C=C2)O)C4=CC(=C(C=C4)O)O)C(=O)O)O)O,1
5-[(E)-but-1-enyl]-4-methoxy-6-methylpyran-2-one,4.401,CC/C=C/C1=C(OC(=O)C=C1OC)C,1
"[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] 10-[3-hydroxy-6-(hydroxymethyl)-5-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-4-(3,4,5-trihydroxyoxan-2-yl)oxyoxan-2-yl]oxy-6a,6b,9,9,12a-pentamethyl-2-methylidene-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",4.906,CC1C(C(C(C(O1)OC2C(OC(C(C2OC3C(C(C(CO3)O)O)O)O)OC4CCC5(C(C4(C)C)CCC6(C5CC=C7C6(CCC8(C7CC(=C)CC8)C(=O)OC9C(C(C(C(O9)CO)O)O)O)C)C)C)CO)O)O)O,1
Isorhamnetin 3-galactoside,2.599,COC1=C(C=CC(=C1)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,1
"(3E,12E)-3,12-dimethyl-8-methylidene-6,18-dioxatricyclo[14.2.1.0?,?]nonadeca-3,12,16(19)-triene-7,17-dione",5.408,C/C/1=C\CCC2=CC(C/C(=C/C3C(CC1)C(=C)C(=O)O3)/C)OC2=O,1
terpestacin,5.493,C/C/1=C\CC/C(=C/C[C@]2([C@H](C/C=C(/[C@H](CC1)O)\C)C(=C(C2=O)O)[C@H](C)CO)C)/C,1
"5-(5-methoxycarbonyl-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl)-3-methylpentanoic acid",5.938,CC(CCC1C(=C)CCC2C1(CCCC2(C)C(=O)OC)C)CC(=O)O,1
"(3aR,4aS,5S,5aR,6aR)-5-(3-hydroxybutyl)-5a-methyl-3-methylidene-3a,4,4a,5,6,6a-hexahydrocyclopropa[f][1]benzofuran-2-one",3.908,CC(CC[C@H]1[C@H]2[C@@]1(C[C@@H]3[C@H](C2)C(=C)C(=O)O3)C)O,1
nicotiflorin,2.365,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)O)O)O)O)O)O,1
"methyl (1S,12S,13E)-13-ethylidene-18-(hydroxymethyl)-4-methoxy-8,15-diazapentacyclo[10.5.1.0ï¿½,?.0ï¿½,?.0ï¿½?,ï¿½?]octadeca-2,4,6,8-tetraene-18-carboxylate",2.655,C/C=C\1/CN2CC[C@@]34C5=C(C=CC(=C5)OC)N=C3C2C[C@@H]1C4(CO)C(=O)OC,1
"Methyl 3,4,5-trimethoxycinnamate",4.356,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)OC,1
sweroside,0.999,C=C[C@@H]1[C@@H]2CCOC(=O)C2=CO[C@H]1O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,1
"3-[(3S,5S,8R,10S,13R,14S,17R)-3-[4,5-dihydroxy-6-(hydroxymethyl)-3-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxy-14-hydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",3.131,C[C@]12CC[C@@H](C[C@@H]1CC[C@@H]3C2CC[C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)OC6C(C(C(C(O6)CO)O)O)OC7C(C(C(C(O7)CO)O)O)O,2
"(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] 2,4-dimethoxy-6-methylbenzoate",3.115,CC1=CC(=CC(=C1C(=O)O[C@@H]2[C@H](O[C@H]([C@@H]2O)N3C=CC(=O)NC3=O)CO)OC)OC,1
"(3?,5?,9?,14?,25S)-Spirostan-3-yl 6-deoxy-?-L-mannopyranosyl-(1->4)-[?-D-glucopyranosyl-(1->2)]-?-D-glucopyranoside",5.513,C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)CC4[C@@]3(CCC5[C@H]4CC[C@H]6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@@H]([C@H]([C@@H]([C@H](O9)CO)O)O)O)C)C)C)OC1,1
Theanine,0.376,CCNC(=O)CC[C@@H](C(=O)O)N,1
"[8,8-dimethyl-10-(3-methylbut-2-enoyloxy)-2-oxo-9,10-dihydropyrano[2,3-f]chromen-9-yl] 3-methylbutanoate",6.078,CC(C)CC(=O)OC1C(C2=C(C=CC3=C2OC(=O)C=C3)OC1(C)C)OC(=O)C=C(C)C,1
"(2S,3S,4S,5R,6R)-6-[[(3S,6aR,6bS,8aS,14bR)-8a-carboxy-4,4,6a,6b,11,11,14b-heptamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",5.646,C[C@]12CC[C@@H](C(C1CC[C@@]3(C2CC=C4[C@]3(CC[C@@]5(C4CC(CC5)(C)C)C(=O)O)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O,1
3Beta-Hydroxydeoxodihydrodeoxygedunin,5.645,CC(=O)O[C@@H]1CC2C([C@H](CCC2(C3C1(C4=CC(=O)O[C@H]([C@@]4(CC3)C)C5=COC=C5)C)C)O)(C)C,1
1-Monopalmitin,6.119,CCCCCCCCCCCCCCCC(=O)OCC(CO)O,1
"(E,2S,3R,4R,5S)-4-acetyloxy-2-amino-3,5,14-trihydroxyicos-6-enoic acid",5.308,CCCCCCC(CCCCCC/C=C/[C@@H]([C@H]([C@@H]([C@@H](C(=O)O)N)O)OC(=O)C)O)O,1
2-[(2-hydroxy-3-methylbutanoyl)amino]-4-methylpentanoic acid,2.765,CC(C)CC(C(=O)O)NC(=O)C(C(C)C)O,1
adrenosterone,4.156,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CCC4=O)C,1
"2,4-dihydroxy-6-methyl-3-[(2E,4E)-3-methyl-5-[(1R,2R,6R)-1,2,6-trimethyl-3-oxocyclohexyl]penta-2,4-dienyl]benzaldehyde",5.968,C[C@@H]1CCC(=O)[C@@H]([C@@]1(C)/C=C/C(=C/CC2=C(C=C(C(=C2O)C=O)C)O)/C)C,1
COUMARIN,2.281,C1=CC=C2C(=C1)C=CC(=O)O2,1
tetradec-5-ynoic acid,5.897,CCCCCCCCC#CCCCC(=O)O,1
"2R,3S,4S,5R,6S)-2-[[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)oxolan-2-yl]oxymethyl]-6-[4-hydroxy-3-(3-methylbut-2-enyl)phenoxy]oxane-3,4,5-triol",1.918,CC(=CCC1=C(C=CC(=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO[C@H]3[C@@H]([C@](CO3)(CO)O)O)O)O)O)O)C,1
"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aS,6bR,8R,10R,11R,12aR,14bS)-1,8,10,11-tetrahydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",3.448,C[C@@]12CC[C@]3(CCC([C@H]([C@H]3C1=CCC4[C@]2(C[C@H](C5[C@@]4(C[C@H]([C@@H](C5(C)C)O)O)C)O)C)O)(C)C)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O,1
methyl orsellinate,3.498,CC1=CC(=CC(=C1C(=O)OC)O)O,1
"(4R,4aS,8aS)-4-hydroxy-4-(hydroxymethyl)-3,4a,8,8-tetramethyl-5,6,7,8a-tetrahydronaphthalen-1-one",4.291,CC1=CC(=O)[C@@H]2[C@@]([C@]1(CO)O)(CCCC2(C)C)C,2
quercitrin,2.51,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C=C4)O)O)O)O)O,1
"[(2R,3S,4S,5R,6R)-6-[(2S,3S,4S,5R)-4-acetyloxy-3-hydroxy-2,5-bis(hydroxymethyl)oxolan-2-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-phenylprop-2-enoate",2.465,CC(=O)O[C@@H]1[C@H](O[C@@]([C@H]1O)(CO)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)/C=C/C3=CC=CC=C3)O)O)O)CO,1
"2,4-bis(3-methylbut-2-enyl)-5-pentylbenzene-1,3-diol",6.172,CCCCCC1=CC(=C(C(=C1CC=C(C)C)O)CC=C(C)C)O,1
"1-(1-hydroxybutyl)-1,3,4,5,6,7-hexahydro-2-benzofuran-4,5,6,7-tetrol",0.408,CCCC(C1C2=C(CO1)C(C(C(C2O)O)O)O)O,1
Quinic Acid,0.302,C1[C@H](C([C@@H](CC1(C(=O)O)O)O)O)O,1
"5,7-dihydroxy-2-(4-methoxyphenyl)-6-(3-methylbut-2-enyl)-2,3-dihydrochromen-4-one",5.889,CC(=CCC1=C(C2=C(C=C1O)OC(CC2=O)C3=CC=C(C=C3)OC)O)C,1
Salsoline,1.366,CC1C2=CC(=C(C=C2CCN1)O)OC,1
"methyl (1S)-7-hydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-4-carboxylate",1.044,CC1(CCC2C1[C@@H](OC=C2C(=O)OC)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O,1
(4R)-3-methylidene-4-[(E)-3-methyl-4-(4-methyl-5-oxooxolan-2-yl)but-2-enyl]oxolan-2-one,4.406,CC1CC(OC1=O)C/C(=C/C[C@H]2COC(=O)C2=C)/C,1
Lappaconitine,6.214,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2C[C@@H](C31)[C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@]5([C@H]6OC)O)OC)O)OC)OC(=O)C7=CC=CC=C7NC(=O)C,2
"(3E,5S,7R,8R,11E,13S,15R,16R)-3,5,7,11,13,15-hexamethyl-8,16-bis(1,3-oxazol-5-ylmethyl)-1,9-dioxacyclohexadeca-3,11-diene-2,10-dione",5.85,C[C@@H]1/C=C(/C(=O)O[C@@H]([C@@H](C[C@@H](/C=C(/C(=O)O[C@@H]([C@@H](C1)C)CC2=CN=CO2)\C)C)C)CC3=CN=CO3)\C,1
"7,8-dimethylalloxazine (lumichrome)",2.017,CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3,1
Adenosine,0.426,C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N,1
L-Hyoscyamine ,3.464,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,1
neobavaisoflavone,5.431,CC(=CCC1=C(C=CC(=C1)C2=COC3=C(C2=O)C=CC(=C3)O)O)C,1
"(4aS)-6,7-dihydroxy-1,1,4a-trimethyl-3,4,10,10a-tetrahydro-2H-phenanthren-9-one",5.292,C[C@]12CCCC(C1CC(=O)C3=CC(=C(C=C23)O)O)(C)C,1
"(1S,4aR,6aS,6bR,9S,10R,11R,12aR,14bS)-1,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",5.258,C[C@@]12CCC3[C@@](C1CC=C4[C@]2(CC[C@@]5([C@H]4[C@@H](C(CC5)(C)C)O)C(=O)O)C)(C[C@H]([C@@H]([C@]3(C)CO)O)O)C,1
"(7E,11E)-17-{[3,4-dihydroxy-5-(2-hydroxy-4-methoxy-6-methylbenzamido)-4,6-dimethyloxan-2-yl]oxy}-27-hydroxy-3,6,8,12,14,20,22-heptamethyl-23,25-dioxo-26-oxapentacyclo[22.2.1.0¹,?.0¹³,²².0¹?,²¹]heptacosa-4,7,11,14,24(27)-pentaene-4-carboxylic acid",6.048,CC1CCC(C2C1C/3(C(/C(=C\CC/C(=C/C4(C=C(C(CC45C(=O)/C(=C3/O)/C(=O)O5)C)C(=O)O)C)/C)/C)C(=C2)C)C)OC6C(C(C(C(O6)C)NC(=O)C7=C(C=C(C=C7C)OC)O)(C)O)O,1
?-Gentiobiose,0.2525,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,1
isorhapontigenin,3.53,COC1=C(C=CC(=C1)/C=C/C2=CC(=CC(=C2)O)O)O,1
Sphondin,4.027,COC1=C2C(=C3C(=C1)C=CC(=O)O3)C=CO2,1
"3-(4-hydroxyphenyl)-7-methoxy-5-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",1.457,COC1=CC2=C(C(=C1)OC3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)C(=O)C(=CO2)C4=CC=C(C=C4)O,1
"4,4'-Dimethoxydalbergione",5.534,COC1=CC=C(C=C1)C(C=C)C2=CC(=O)C(=CC2=O)OC,1
"(2R)-5-methoxy-8,8-dimethyl-2-phenyl-2,3-dihydropyrano[2,3-h]chromen-4-one",5.824,CC1(C=CC2=C3C(=C(C=C2O1)OC)C(=O)C[C@@H](O3)C4=CC=CC=C4)C,1
"2-amino-5-[2-[[(3S)-2,3-dihydroxy-2-[(1S)-1-hydroxyethyl]butanoyl]oxymethyl]anilino]-5-oxopentanoic acid",0.814,C[C@@H](C([C@H](C)O)(C(=O)OCC1=CC=CC=C1NC(=O)CCC(C(=O)O)N)O)O,1
"2,3,9,10-tetramethoxy-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromene-4,8-diol",3.671,COC1=C(C(=C2C(=C1)C3C(CO2)C4=CC(=C(C(=C4O3)OC)OC)O)O)OC,1
"(2S,3R,4S,5S,6R)-2-[(2R,3R,4S,5S,6R)-2-[[(3S,8R,10R,12R,14R,17S)-17-[(2S)-2-[(2S,3R,4S,5S,6R)-6-[[(2R,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-3,4,5-trihydroxyoxan-2-yl]oxy-6-methylhept-5-en-2-yl]-12-hydroxy-4,4,8,10,14-pentamethyl-2,3,5,6,7,9,11,12,13,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-yl]oxy]-4,5-dihydroxy-6-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol",5.023,CC(=CCC[C@@](C)([C@H]1CC[C@@]2(C1[C@@H](CC3[C@]2(CCC4[C@@]3(CC[C@@H](C4(C)C)O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)C)O)C)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO[C@H]8[C@@H]([C@H]([C@@H](O8)CO)O)O)O)O)O)C,1
5-O-Methylgenistein,2.893,COC1=CC(=CC2=C1C(=O)C(=CO2)C3=CC=C(C=C3)O)O,1
"11-methyl-2,7-dimethylidene-6,12-dioxo-5,14-dioxatricyclo[9.2.1.0?,?]tetradec-1(13)-en-9-yl 2-methylprop-2-enoate",4.459,CC(=C)C(=O)OC1CC2(C(=O)C=C(O2)C(=C)CC3C1C(=C)C(=O)O3)C,1
abietic acid,6.096,CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)O)C,1
"[(2R,3R,4R,5R,6R)-4-[(2S,3R,4S,5R,6S)-3,4-dihydroxy-6-methyl-5-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]oxy-5-hydroxy-6-[(2S,3S,4R,5R)-4-hydroxy-2,5-bis(hydroxymethyl)-3-[(E)-3-(4-hydroxyphenyl)prop-2-enoyl]oxyoxolan-2-yl]oxy-2-(hydroxymethyl)oxan-3-yl] (E)-3-(4-hydroxyphenyl)prop-2-enoate",2.45,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H](O[C@H]([C@@H]([C@@H]2O)O)O[C@@H]3[C@H]([C@H](O[C@@H]([C@H]3OC(=O)/C=C/C4=CC=C(C=C4)O)CO)O[C@]5([C@H]([C@@H]([C@H](O5)CO)O)OC(=O)/C=C/C6=CC=C(C=C6)O)CO)O)C)O)O)O,1
"[(2R,3S,4S,5R,6S)-6-[4-[(E)-3-(2,4-dihydroxyphenyl)-3-oxoprop-1-enyl]phenoxy]-3,4,5-trihydroxyoxan-2-yl]methyl (E)-3-(4-hydroxyphenyl)prop-2-enoate",5.068,C1=CC(=CC=C1/C=C/C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@@H](O2)OC3=CC=C(C=C3)/C=C/C(=O)C4=C(C=C(C=C4)O)O)O)O)O)O,1
Hymecromone Methyl Ether,3.814,CC1=CC(=O)OC2=C1C=CC(=C2)OC,1
"methyl 3-(3,4-dihydroxyphenyl)-2-[[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]methyl]-4-methoxy-5-oxofuran-2-carboxylate",5.522,CC(=CCC1=C(C=CC(=C1)CC2(C(=C(C(=O)O2)OC)C3=CC(=C(C=C3)O)O)C(=O)OC)O)C,1
3-Deoxo-3Beta-Acetoxydeoxydihydrogedunin,6.016,CC(=O)O[C@H]1CC[C@@]2(C3CC[C@]4([C@@H](OC(=O)C=C4[C@@]3([C@@H](CC2C1(C)C)OC(=O)C)C)C5=COC=C5)C)C,1
PROTOVERATRINE A,7.528,CC[C@@H](C)C(=O)O[C@H]1[C@@H]([C@H]2[C@@H](CN3C[C@H](CC[C@H]3[C@@]2(C)O)C)[C@H]4[C@@]1([C@@H]5[C@@H]([C@@H]([C@H]6[C@]7([C@]5(C4)O[C@@]6([C@H](CC7)OC(=O)[C@](C)(CC)O)O)C)OC(=O)C)OC(=O)C)O)O,2
Lunarine,3.493,C1CCNC(=O)/C=C/[C@]23CCC(=O)C[C@H]2OC4=C3C=C(C=C4)/C=C/C(=O)NCCCNC1,1
"2-(3,5-dihydroxy-4-methoxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxychromen-4-one",2.459,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(C(=C4)O)OC)O)O)O)O,1
"[(2R,3R,4S,5R,6R)-6-[2-(3,4-dihydroxyphenyl)ethoxy]-3,5-dihydroxy-4-[(3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-2-yl]methyl (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",2.543,C[C@H]1[C@@H]([C@H]([C@H](C(O1)O[C@H]2[C@@H]([C@H](O[C@H]([C@@H]2O)OCCC3=CC(=C(C=C3)O)O)COC(=O)/C=C/C4=CC(=C(C=C4)O)O)O)O)O)O,1
Prulaurasin,1.126,C1=CC=C(C=C1)C(C#N)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,1
3-O-acetylpadmatin,5.025,CC(=O)O[C@@H]1[C@H](OC2=CC(=CC(=C2C1=O)O)OC)C3=CC(=C(C=C3)O)O,1
"(1S,4aR,5S)-5-[(E)-5-methoxy-3-methyl-5-oxopent-3-enyl]-1,4a-dimethyl-6-methylidene-3,4,5,7,8,8a-hexahydro-2H-naphthalene-1-carboxylic acid",5.804,C/C(=C\C(=O)OC)/CC[C@H]1C(=C)CCC2[C@@]1(CCC[C@]2(C)C(=O)O)C,1
"(1R,4S,7S,8S,9R,12E,20R,21R,22S,23S)-7,8,21,22,23-pentahydroxy-12,16-dimethyl-3,5,10,19,24-pentaoxatricyclo[18.3.1.0?,?]tetracos-12-en-11-one",1.965,CC1CC/C=C(/C(=O)O[C@@H]2[C@H]([C@H](CO[C@H]2OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OCC1)O)O)O)O)O)\C,1
isokaempferide,4.799,COC1=C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,1
"(1R,19R,20S)-19-ethenyl-18-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-17-oxa-3,13-diazapentacyclo[11.8.0.0²,¹?.0?,?.0¹?,²?]henicosa-2(10),4(9),5,7,15-pentaen-14-one",3.816,C=C[C@@H]1[C@@H]2C[C@@H]3C4=C(CCN3C(=O)C2=COC1O[C@H]5[C@@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)C6=CC=CC=C6N4,1
